WKT,CGI
"POLYGON ((116.618275862069 40.08664487167489, 116.6240517241379 40.08331017615458, 116.6240517241379 40.07664078511393, 116.618275862069 40.07330608959361, 116.6125 40.07664078511393, 116.6125 40.08331017615458, 116.618275862069 40.08664487167489))",392
"POLYGON ((116.6298275862069 40.08664487167489, 116.6356034482759 40.08331017615458, 116.6356034482759 40.07664078511393, 116.6298275862069 40.07330608959361, 116.6240517241379 40.07664078511393, 116.6240517241379 40.08331017615458, 116.6298275862069 40.08664487167489))",393
"POLYGON ((116.6413793103448 40.08664487167489, 116.6471551724138 40.08331017615458, 116.6471551724138 40.07664078511393, 116.6413793103448 40.07330608959361, 116.6356034482758 40.07664078511393, 116.6356034482758 40.08331017615458, 116.6413793103448 40.08664487167489))",394
"POLYGON ((116.6529310344827 40.08664487167489, 116.6587068965517 40.08331017615458, 116.6587068965517 40.07664078511393, 116.6529310344827 40.07330608959361, 116.6471551724138 40.07664078511393, 116.6471551724138 40.08331017615458, 116.6529310344827 40.08664487167489))",395
"POLYGON ((116.6644827586207 40.08664487167489, 116.6702586206897 40.08331017615458, 116.6702586206897 40.07664078511393, 116.6644827586207 40.07330608959361, 116.6587068965517 40.07664078511393, 116.6587068965517 40.08331017615458, 116.6644827586207 40.08664487167489))",396
"POLYGON ((116.6760344827586 40.08664487167489, 116.6818103448276 40.08331017615458, 116.6818103448276 40.07664078511393, 116.6760344827586 40.07330608959361, 116.6702586206896 40.07664078511393, 116.6702586206896 40.08331017615458, 116.6760344827586 40.08664487167489))",397
"POLYGON ((116.6875862068965 40.08664487167489, 116.6933620689655 40.08331017615458, 116.6933620689655 40.07664078511393, 116.6875862068965 40.07330608959361, 116.6818103448276 40.07664078511393, 116.6818103448276 40.08331017615458, 116.6875862068965 40.08664487167489))",398
"POLYGON ((116.6991379310345 40.08664487167489, 116.7049137931034 40.08331017615458, 116.7049137931034 40.07664078511393, 116.6991379310345 40.07330608959361, 116.6933620689655 40.07664078511393, 116.6933620689655 40.08331017615458, 116.6991379310345 40.08664487167489))",399
"POLYGON ((116.7106896551724 40.08664487167489, 116.7164655172414 40.08331017615458, 116.7164655172414 40.07664078511393, 116.7106896551724 40.07330608959361, 116.7049137931034 40.07664078511393, 116.7049137931034 40.08331017615458, 116.7106896551724 40.08664487167489))",400
"POLYGON ((116.7222413793103 40.08664487167489, 116.7280172413793 40.08331017615458, 116.7280172413793 40.07664078511393, 116.7222413793103 40.07330608959361, 116.7164655172414 40.07664078511393, 116.7164655172414 40.08331017615458, 116.7222413793103 40.08664487167489))",401
"POLYGON ((116.7337931034483 40.08664487167489, 116.7395689655172 40.08331017615458, 116.7395689655172 40.07664078511393, 116.7337931034483 40.07330608959361, 116.7280172413793 40.07664078511393, 116.7280172413793 40.08331017615458, 116.7337931034483 40.08664487167489))",402
"POLYGON ((116.7453448275862 40.08664487167489, 116.7511206896552 40.08331017615458, 116.7511206896552 40.07664078511393, 116.7453448275862 40.07330608959361, 116.7395689655172 40.07664078511393, 116.7395689655172 40.08331017615458, 116.7453448275862 40.08664487167489))",403
"POLYGON ((116.7568965517241 40.08664487167489, 116.7626724137931 40.08331017615458, 116.7626724137931 40.07664078511393, 116.7568965517241 40.07330608959361, 116.7511206896552 40.07664078511393, 116.7511206896552 40.08331017615458, 116.7568965517241 40.08664487167489))",404
"POLYGON ((116.7684482758621 40.08664487167489, 116.774224137931 40.08331017615458, 116.774224137931 40.07664078511393, 116.7684482758621 40.07330608959361, 116.7626724137931 40.07664078511393, 116.7626724137931 40.08331017615458, 116.7684482758621 40.08664487167489))",405
"POLYGON ((116.115775862069 40.07664078511393, 116.1215517241379 40.07330608959361, 116.1215517241379 40.06663669855297, 116.115775862069 40.06330200303265, 116.11 40.06663669855297, 116.11 40.07330608959361, 116.115775862069 40.07664078511393))",406
"POLYGON ((116.1273275862069 40.07664078511393, 116.1331034482759 40.07330608959361, 116.1331034482759 40.06663669855297, 116.1273275862069 40.06330200303265, 116.1215517241379 40.06663669855297, 116.1215517241379 40.07330608959361, 116.1273275862069 40.07664078511393))",407
"POLYGON ((116.1388793103448 40.07664078511393, 116.1446551724138 40.07330608959361, 116.1446551724138 40.06663669855297, 116.1388793103448 40.06330200303265, 116.1331034482759 40.06663669855297, 116.1331034482759 40.07330608959361, 116.1388793103448 40.07664078511393))",408
"POLYGON ((116.1504310344828 40.07664078511393, 116.1562068965517 40.07330608959361, 116.1562068965517 40.06663669855297, 116.1504310344828 40.06330200303265, 116.1446551724138 40.06663669855297, 116.1446551724138 40.07330608959361, 116.1504310344828 40.07664078511393))",409
"POLYGON ((116.1619827586207 40.07664078511393, 116.1677586206897 40.07330608959361, 116.1677586206897 40.06663669855297, 116.1619827586207 40.06330200303265, 116.1562068965517 40.06663669855297, 116.1562068965517 40.07330608959361, 116.1619827586207 40.07664078511393))",410
"POLYGON ((116.1735344827586 40.07664078511393, 116.1793103448276 40.07330608959361, 116.1793103448276 40.06663669855297, 116.1735344827586 40.06330200303265, 116.1677586206897 40.06663669855297, 116.1677586206897 40.07330608959361, 116.1735344827586 40.07664078511393))",411
"POLYGON ((116.1850862068966 40.07664078511393, 116.1908620689655 40.07330608959361, 116.1908620689655 40.06663669855297, 116.1850862068966 40.06330200303265, 116.1793103448276 40.06663669855297, 116.1793103448276 40.07330608959361, 116.1850862068966 40.07664078511393))",412
"POLYGON ((116.1966379310345 40.07664078511393, 116.2024137931035 40.07330608959361, 116.2024137931035 40.06663669855297, 116.1966379310345 40.06330200303265, 116.1908620689655 40.06663669855297, 116.1908620689655 40.07330608959361, 116.1966379310345 40.07664078511393))",413
"POLYGON ((116.2081896551724 40.07664078511393, 116.2139655172414 40.07330608959361, 116.2139655172414 40.06663669855297, 116.2081896551724 40.06330200303265, 116.2024137931034 40.06663669855297, 116.2024137931034 40.07330608959361, 116.2081896551724 40.07664078511393))",414
"POLYGON ((116.2197413793103 40.07664078511393, 116.2255172413793 40.07330608959361, 116.2255172413793 40.06663669855297, 116.2197413793103 40.06330200303265, 116.2139655172414 40.06663669855297, 116.2139655172414 40.07330608959361, 116.2197413793103 40.07664078511393))",415
"POLYGON ((116.2312931034483 40.07664078511393, 116.2370689655173 40.07330608959361, 116.2370689655173 40.06663669855297, 116.2312931034483 40.06330200303265, 116.2255172413793 40.06663669855297, 116.2255172413793 40.07330608959361, 116.2312931034483 40.07664078511393))",416
"POLYGON ((116.2428448275862 40.07664078511393, 116.2486206896552 40.07330608959361, 116.2486206896552 40.06663669855297, 116.2428448275862 40.06330200303265, 116.2370689655172 40.06663669855297, 116.2370689655172 40.07330608959361, 116.2428448275862 40.07664078511393))",417
"POLYGON ((116.2543965517241 40.07664078511393, 116.2601724137931 40.07330608959361, 116.2601724137931 40.06663669855297, 116.2543965517241 40.06330200303265, 116.2486206896552 40.06663669855297, 116.2486206896552 40.07330608959361, 116.2543965517241 40.07664078511393))",418
"POLYGON ((116.2659482758621 40.07664078511393, 116.271724137931 40.07330608959361, 116.271724137931 40.06663669855297, 116.2659482758621 40.06330200303265, 116.2601724137931 40.06663669855297, 116.2601724137931 40.07330608959361, 116.2659482758621 40.07664078511393))",419
"POLYGON ((116.2775 40.07664078511393, 116.283275862069 40.07330608959361, 116.283275862069 40.06663669855297, 116.2775 40.06330200303265, 116.271724137931 40.06663669855297, 116.271724137931 40.07330608959361, 116.2775 40.07664078511393))",420
"POLYGON ((116.2890517241379 40.07664078511393, 116.2948275862069 40.07330608959361, 116.2948275862069 40.06663669855297, 116.2890517241379 40.06330200303265, 116.283275862069 40.06663669855297, 116.283275862069 40.07330608959361, 116.2890517241379 40.07664078511393))",421
"POLYGON ((116.3006034482759 40.07664078511393, 116.3063793103448 40.07330608959361, 116.3063793103448 40.06663669855297, 116.3006034482759 40.06330200303265, 116.2948275862069 40.06663669855297, 116.2948275862069 40.07330608959361, 116.3006034482759 40.07664078511393))",422
"POLYGON ((116.3121551724138 40.07664078511393, 116.3179310344828 40.07330608959361, 116.3179310344828 40.06663669855297, 116.3121551724138 40.06330200303265, 116.3063793103448 40.06663669855297, 116.3063793103448 40.07330608959361, 116.3121551724138 40.07664078511393))",423
"POLYGON ((116.3237068965517 40.07664078511393, 116.3294827586207 40.07330608959361, 116.3294827586207 40.06663669855297, 116.3237068965517 40.06330200303265, 116.3179310344828 40.06663669855297, 116.3179310344828 40.07330608959361, 116.3237068965517 40.07664078511393))",424
"POLYGON ((116.3352586206897 40.07664078511393, 116.3410344827586 40.07330608959361, 116.3410344827586 40.06663669855297, 116.3352586206897 40.06330200303265, 116.3294827586207 40.06663669855297, 116.3294827586207 40.07330608959361, 116.3352586206897 40.07664078511393))",425
"POLYGON ((116.3468103448276 40.07664078511393, 116.3525862068966 40.07330608959361, 116.3525862068966 40.06663669855297, 116.3468103448276 40.06330200303265, 116.3410344827586 40.06663669855297, 116.3410344827586 40.07330608959361, 116.3468103448276 40.07664078511393))",426
"POLYGON ((116.3583620689655 40.07664078511393, 116.3641379310345 40.07330608959361, 116.3641379310345 40.06663669855297, 116.3583620689655 40.06330200303265, 116.3525862068965 40.06663669855297, 116.3525862068965 40.07330608959361, 116.3583620689655 40.07664078511393))",427
"POLYGON ((116.3699137931034 40.07664078511393, 116.3756896551724 40.07330608959361, 116.3756896551724 40.06663669855297, 116.3699137931034 40.06330200303265, 116.3641379310345 40.06663669855297, 116.3641379310345 40.07330608959361, 116.3699137931034 40.07664078511393))",428
"POLYGON ((116.3814655172414 40.07664078511393, 116.3872413793104 40.07330608959361, 116.3872413793104 40.06663669855297, 116.3814655172414 40.06330200303265, 116.3756896551724 40.06663669855297, 116.3756896551724 40.07330608959361, 116.3814655172414 40.07664078511393))",429
"POLYGON ((116.3930172413793 40.07664078511393, 116.3987931034483 40.07330608959361, 116.3987931034483 40.06663669855297, 116.3930172413793 40.06330200303265, 116.3872413793103 40.06663669855297, 116.3872413793103 40.07330608959361, 116.3930172413793 40.07664078511393))",430
"POLYGON ((116.4045689655172 40.07664078511393, 116.4103448275862 40.07330608959361, 116.4103448275862 40.06663669855297, 116.4045689655172 40.06330200303265, 116.3987931034483 40.06663669855297, 116.3987931034483 40.07330608959361, 116.4045689655172 40.07664078511393))",431
"POLYGON ((116.4161206896552 40.07664078511393, 116.4218965517241 40.07330608959361, 116.4218965517241 40.06663669855297, 116.4161206896552 40.06330200303265, 116.4103448275862 40.06663669855297, 116.4103448275862 40.07330608959361, 116.4161206896552 40.07664078511393))",432
"POLYGON ((116.4276724137931 40.07664078511393, 116.4334482758621 40.07330608959361, 116.4334482758621 40.06663669855297, 116.4276724137931 40.06330200303265, 116.4218965517241 40.06663669855297, 116.4218965517241 40.07330608959361, 116.4276724137931 40.07664078511393))",433
"POLYGON ((116.439224137931 40.07664078511393, 116.445 40.07330608959361, 116.445 40.06663669855297, 116.439224137931 40.06330200303265, 116.4334482758621 40.06663669855297, 116.4334482758621 40.07330608959361, 116.439224137931 40.07664078511393))",434
"POLYGON ((116.450775862069 40.07664078511393, 116.4565517241379 40.07330608959361, 116.4565517241379 40.06663669855297, 116.450775862069 40.06330200303265, 116.445 40.06663669855297, 116.445 40.07330608959361, 116.450775862069 40.07664078511393))",435
"POLYGON ((116.4623275862069 40.07664078511393, 116.4681034482759 40.07330608959361, 116.4681034482759 40.06663669855297, 116.4623275862069 40.06330200303265, 116.4565517241379 40.06663669855297, 116.4565517241379 40.07330608959361, 116.4623275862069 40.07664078511393))",436
"POLYGON ((116.4738793103448 40.07664078511393, 116.4796551724138 40.07330608959361, 116.4796551724138 40.06663669855297, 116.4738793103448 40.06330200303265, 116.4681034482759 40.06663669855297, 116.4681034482759 40.07330608959361, 116.4738793103448 40.07664078511393))",437
"POLYGON ((116.4854310344828 40.07664078511393, 116.4912068965517 40.07330608959361, 116.4912068965517 40.06663669855297, 116.4854310344828 40.06330200303265, 116.4796551724138 40.06663669855297, 116.4796551724138 40.07330608959361, 116.4854310344828 40.07664078511393))",438
"POLYGON ((116.4969827586207 40.07664078511393, 116.5027586206897 40.07330608959361, 116.5027586206897 40.06663669855297, 116.4969827586207 40.06330200303265, 116.4912068965517 40.06663669855297, 116.4912068965517 40.07330608959361, 116.4969827586207 40.07664078511393))",439
"POLYGON ((116.5085344827586 40.07664078511393, 116.5143103448276 40.07330608959361, 116.5143103448276 40.06663669855297, 116.5085344827586 40.06330200303265, 116.5027586206896 40.06663669855297, 116.5027586206896 40.07330608959361, 116.5085344827586 40.07664078511393))",440
"POLYGON ((116.5200862068966 40.07664078511393, 116.5258620689655 40.07330608959361, 116.5258620689655 40.06663669855297, 116.5200862068966 40.06330200303265, 116.5143103448276 40.06663669855297, 116.5143103448276 40.07330608959361, 116.5200862068966 40.07664078511393))",441
"POLYGON ((116.5316379310345 40.07664078511393, 116.5374137931035 40.07330608959361, 116.5374137931035 40.06663669855297, 116.5316379310345 40.06330200303265, 116.5258620689655 40.06663669855297, 116.5258620689655 40.07330608959361, 116.5316379310345 40.07664078511393))",442
"POLYGON ((116.5431896551724 40.07664078511393, 116.5489655172414 40.07330608959361, 116.5489655172414 40.06663669855297, 116.5431896551724 40.06330200303265, 116.5374137931034 40.06663669855297, 116.5374137931034 40.07330608959361, 116.5431896551724 40.07664078511393))",443
"POLYGON ((116.5547413793103 40.07664078511393, 116.5605172413793 40.07330608959361, 116.5605172413793 40.06663669855297, 116.5547413793103 40.06330200303265, 116.5489655172414 40.06663669855297, 116.5489655172414 40.07330608959361, 116.5547413793103 40.07664078511393))",444
"POLYGON ((116.5662931034483 40.07664078511393, 116.5720689655172 40.07330608959361, 116.5720689655172 40.06663669855297, 116.5662931034483 40.06330200303265, 116.5605172413793 40.06663669855297, 116.5605172413793 40.07330608959361, 116.5662931034483 40.07664078511393))",445
"POLYGON ((116.5778448275862 40.07664078511393, 116.5836206896552 40.07330608959361, 116.5836206896552 40.06663669855297, 116.5778448275862 40.06330200303265, 116.5720689655172 40.06663669855297, 116.5720689655172 40.07330608959361, 116.5778448275862 40.07664078511393))",446
"POLYGON ((116.5893965517241 40.07664078511393, 116.5951724137931 40.07330608959361, 116.5951724137931 40.06663669855297, 116.5893965517241 40.06330200303265, 116.5836206896552 40.06663669855297, 116.5836206896552 40.07330608959361, 116.5893965517241 40.07664078511393))",447
"POLYGON ((116.6009482758621 40.07664078511393, 116.606724137931 40.07330608959361, 116.606724137931 40.06663669855297, 116.6009482758621 40.06330200303265, 116.5951724137931 40.06663669855297, 116.5951724137931 40.07330608959361, 116.6009482758621 40.07664078511393))",448
"POLYGON ((116.6125 40.07664078511393, 116.618275862069 40.07330608959361, 116.618275862069 40.06663669855297, 116.6125 40.06330200303265, 116.606724137931 40.06663669855297, 116.606724137931 40.07330608959361, 116.6125 40.07664078511393))",449
"POLYGON ((116.6240517241379 40.07664078511393, 116.6298275862069 40.07330608959361, 116.6298275862069 40.06663669855297, 116.6240517241379 40.06330200303265, 116.618275862069 40.06663669855297, 116.618275862069 40.07330608959361, 116.6240517241379 40.07664078511393))",450
"POLYGON ((116.6356034482759 40.07664078511393, 116.6413793103448 40.07330608959361, 116.6413793103448 40.06663669855297, 116.6356034482759 40.06330200303265, 116.6298275862069 40.06663669855297, 116.6298275862069 40.07330608959361, 116.6356034482759 40.07664078511393))",451
"POLYGON ((116.6471551724138 40.07664078511393, 116.6529310344828 40.07330608959361, 116.6529310344828 40.06663669855297, 116.6471551724138 40.06330200303265, 116.6413793103448 40.06663669855297, 116.6413793103448 40.07330608959361, 116.6471551724138 40.07664078511393))",452
"POLYGON ((116.6587068965517 40.07664078511393, 116.6644827586207 40.07330608959361, 116.6644827586207 40.06663669855297, 116.6587068965517 40.06330200303265, 116.6529310344827 40.06663669855297, 116.6529310344827 40.07330608959361, 116.6587068965517 40.07664078511393))",453
"POLYGON ((116.6702586206897 40.07664078511393, 116.6760344827586 40.07330608959361, 116.6760344827586 40.06663669855297, 116.6702586206897 40.06330200303265, 116.6644827586207 40.06663669855297, 116.6644827586207 40.07330608959361, 116.6702586206897 40.07664078511393))",454
"POLYGON ((116.6818103448276 40.07664078511393, 116.6875862068966 40.07330608959361, 116.6875862068966 40.06663669855297, 116.6818103448276 40.06330200303265, 116.6760344827586 40.06663669855297, 116.6760344827586 40.07330608959361, 116.6818103448276 40.07664078511393))",455
"POLYGON ((116.6933620689655 40.07664078511393, 116.6991379310345 40.07330608959361, 116.6991379310345 40.06663669855297, 116.6933620689655 40.06330200303265, 116.6875862068965 40.06663669855297, 116.6875862068965 40.07330608959361, 116.6933620689655 40.07664078511393))",456
"POLYGON ((116.7049137931034 40.07664078511393, 116.7106896551724 40.07330608959361, 116.7106896551724 40.06663669855297, 116.7049137931034 40.06330200303265, 116.6991379310345 40.06663669855297, 116.6991379310345 40.07330608959361, 116.7049137931034 40.07664078511393))",457
"POLYGON ((116.7164655172414 40.07664078511393, 116.7222413793103 40.07330608959361, 116.7222413793103 40.06663669855297, 116.7164655172414 40.06330200303265, 116.7106896551724 40.06663669855297, 116.7106896551724 40.07330608959361, 116.7164655172414 40.07664078511393))",458
"POLYGON ((116.7280172413793 40.07664078511393, 116.7337931034483 40.07330608959361, 116.7337931034483 40.06663669855297, 116.7280172413793 40.06330200303265, 116.7222413793103 40.06663669855297, 116.7222413793103 40.07330608959361, 116.7280172413793 40.07664078511393))",459
"POLYGON ((116.7395689655172 40.07664078511393, 116.7453448275862 40.07330608959361, 116.7453448275862 40.06663669855297, 116.7395689655172 40.06330200303265, 116.7337931034483 40.06663669855297, 116.7337931034483 40.07330608959361, 116.7395689655172 40.07664078511393))",460
"POLYGON ((116.7511206896552 40.07664078511393, 116.7568965517241 40.07330608959361, 116.7568965517241 40.06663669855297, 116.7511206896552 40.06330200303265, 116.7453448275862 40.06663669855297, 116.7453448275862 40.07330608959361, 116.7511206896552 40.07664078511393))",461
"POLYGON ((116.7626724137931 40.07664078511393, 116.7684482758621 40.07330608959361, 116.7684482758621 40.06663669855297, 116.7626724137931 40.06330200303265, 116.7568965517241 40.06663669855297, 116.7568965517241 40.07330608959361, 116.7626724137931 40.07664078511393))",462
"POLYGON ((116.774224137931 40.07664078511393, 116.78 40.07330608959361, 116.78 40.06663669855297, 116.774224137931 40.06330200303265, 116.7684482758621 40.06663669855297, 116.7684482758621 40.07330608959361, 116.774224137931 40.07664078511393))",463
"POLYGON ((116.11 40.06663669855298, 116.115775862069 40.06330200303266, 116.115775862069 40.05663261199201, 116.11 40.0532979164717, 116.11 40.06663669855298))",464
"POLYGON ((116.1215517241379 40.06663669855298, 116.1273275862069 40.06330200303266, 116.1273275862069 40.05663261199201, 116.1215517241379 40.0532979164717, 116.115775862069 40.05663261199201, 116.115775862069 40.06330200303266, 116.1215517241379 40.06663669855298))",465
"POLYGON ((116.1331034482759 40.06663669855298, 116.1388793103448 40.06330200303266, 116.1388793103448 40.05663261199201, 116.1331034482759 40.0532979164717, 116.1273275862069 40.05663261199201, 116.1273275862069 40.06330200303266, 116.1331034482759 40.06663669855298))",466
"POLYGON ((116.1446551724138 40.06663669855298, 116.1504310344828 40.06330200303266, 116.1504310344828 40.05663261199201, 116.1446551724138 40.0532979164717, 116.1388793103448 40.05663261199201, 116.1388793103448 40.06330200303266, 116.1446551724138 40.06663669855298))",467
"POLYGON ((116.1562068965517 40.06663669855298, 116.1619827586207 40.06330200303266, 116.1619827586207 40.05663261199201, 116.1562068965517 40.0532979164717, 116.1504310344828 40.05663261199201, 116.1504310344828 40.06330200303266, 116.1562068965517 40.06663669855298))",468
"POLYGON ((116.1677586206897 40.06663669855298, 116.1735344827586 40.06330200303266, 116.1735344827586 40.05663261199201, 116.1677586206897 40.0532979164717, 116.1619827586207 40.05663261199201, 116.1619827586207 40.06330200303266, 116.1677586206897 40.06663669855298))",469
"POLYGON ((116.1793103448276 40.06663669855298, 116.1850862068966 40.06330200303266, 116.1850862068966 40.05663261199201, 116.1793103448276 40.0532979164717, 116.1735344827586 40.05663261199201, 116.1735344827586 40.06330200303266, 116.1793103448276 40.06663669855298))",470
"POLYGON ((116.1908620689655 40.06663669855298, 116.1966379310345 40.06330200303266, 116.1966379310345 40.05663261199201, 116.1908620689655 40.0532979164717, 116.1850862068965 40.05663261199201, 116.1850862068965 40.06330200303266, 116.1908620689655 40.06663669855298))",471
"POLYGON ((116.2024137931034 40.06663669855298, 116.2081896551724 40.06330200303266, 116.2081896551724 40.05663261199201, 116.2024137931034 40.0532979164717, 116.1966379310345 40.05663261199201, 116.1966379310345 40.06330200303266, 116.2024137931034 40.06663669855298))",472
"POLYGON ((116.2139655172414 40.06663669855298, 116.2197413793103 40.06330200303266, 116.2197413793103 40.05663261199201, 116.2139655172414 40.0532979164717, 116.2081896551724 40.05663261199201, 116.2081896551724 40.06330200303266, 116.2139655172414 40.06663669855298))",473
"POLYGON ((116.2255172413793 40.06663669855298, 116.2312931034483 40.06330200303266, 116.2312931034483 40.05663261199201, 116.2255172413793 40.0532979164717, 116.2197413793103 40.05663261199201, 116.2197413793103 40.06330200303266, 116.2255172413793 40.06663669855298))",474
"POLYGON ((116.2370689655172 40.06663669855298, 116.2428448275862 40.06330200303266, 116.2428448275862 40.05663261199201, 116.2370689655172 40.0532979164717, 116.2312931034483 40.05663261199201, 116.2312931034483 40.06330200303266, 116.2370689655172 40.06663669855298))",475
"POLYGON ((116.2486206896552 40.06663669855298, 116.2543965517241 40.06330200303266, 116.2543965517241 40.05663261199201, 116.2486206896552 40.0532979164717, 116.2428448275862 40.05663261199201, 116.2428448275862 40.06330200303266, 116.2486206896552 40.06663669855298))",476
"POLYGON ((116.2601724137931 40.06663669855298, 116.2659482758621 40.06330200303266, 116.2659482758621 40.05663261199201, 116.2601724137931 40.0532979164717, 116.2543965517241 40.05663261199201, 116.2543965517241 40.06330200303266, 116.2601724137931 40.06663669855298))",477
"POLYGON ((116.271724137931 40.06663669855298, 116.2775 40.06330200303266, 116.2775 40.05663261199201, 116.271724137931 40.0532979164717, 116.2659482758621 40.05663261199201, 116.2659482758621 40.06330200303266, 116.271724137931 40.06663669855298))",478
"POLYGON ((116.283275862069 40.06663669855298, 116.2890517241379 40.06330200303266, 116.2890517241379 40.05663261199201, 116.283275862069 40.0532979164717, 116.2775 40.05663261199201, 116.2775 40.06330200303266, 116.283275862069 40.06663669855298))",479
"POLYGON ((116.2948275862069 40.06663669855298, 116.3006034482759 40.06330200303266, 116.3006034482759 40.05663261199201, 116.2948275862069 40.0532979164717, 116.2890517241379 40.05663261199201, 116.2890517241379 40.06330200303266, 116.2948275862069 40.06663669855298))",480
"POLYGON ((116.3063793103448 40.06663669855298, 116.3121551724138 40.06330200303266, 116.3121551724138 40.05663261199201, 116.3063793103448 40.0532979164717, 116.3006034482759 40.05663261199201, 116.3006034482759 40.06330200303266, 116.3063793103448 40.06663669855298))",481
"POLYGON ((116.3179310344828 40.06663669855298, 116.3237068965517 40.06330200303266, 116.3237068965517 40.05663261199201, 116.3179310344828 40.0532979164717, 116.3121551724138 40.05663261199201, 116.3121551724138 40.06330200303266, 116.3179310344828 40.06663669855298))",482
"POLYGON ((116.3294827586207 40.06663669855298, 116.3352586206897 40.06330200303266, 116.3352586206897 40.05663261199201, 116.3294827586207 40.0532979164717, 116.3237068965517 40.05663261199201, 116.3237068965517 40.06330200303266, 116.3294827586207 40.06663669855298))",483
"POLYGON ((116.3410344827586 40.06663669855298, 116.3468103448276 40.06330200303266, 116.3468103448276 40.05663261199201, 116.3410344827586 40.0532979164717, 116.3352586206896 40.05663261199201, 116.3352586206896 40.06330200303266, 116.3410344827586 40.06663669855298))",484
"POLYGON ((116.3525862068965 40.06663669855298, 116.3583620689655 40.06330200303266, 116.3583620689655 40.05663261199201, 116.3525862068965 40.0532979164717, 116.3468103448276 40.05663261199201, 116.3468103448276 40.06330200303266, 116.3525862068965 40.06663669855298))",485
"POLYGON ((116.3641379310345 40.06663669855298, 116.3699137931034 40.06330200303266, 116.3699137931034 40.05663261199201, 116.3641379310345 40.0532979164717, 116.3583620689655 40.05663261199201, 116.3583620689655 40.06330200303266, 116.3641379310345 40.06663669855298))",486
"POLYGON ((116.3756896551724 40.06663669855298, 116.3814655172414 40.06330200303266, 116.3814655172414 40.05663261199201, 116.3756896551724 40.0532979164717, 116.3699137931034 40.05663261199201, 116.3699137931034 40.06330200303266, 116.3756896551724 40.06663669855298))",487
"POLYGON ((116.3872413793103 40.06663669855298, 116.3930172413793 40.06330200303266, 116.3930172413793 40.05663261199201, 116.3872413793103 40.0532979164717, 116.3814655172414 40.05663261199201, 116.3814655172414 40.06330200303266, 116.3872413793103 40.06663669855298))",488
"POLYGON ((116.3987931034483 40.06663669855298, 116.4045689655172 40.06330200303266, 116.4045689655172 40.05663261199201, 116.3987931034483 40.0532979164717, 116.3930172413793 40.05663261199201, 116.3930172413793 40.06330200303266, 116.3987931034483 40.06663669855298))",489
"POLYGON ((116.4103448275862 40.06663669855298, 116.4161206896552 40.06330200303266, 116.4161206896552 40.05663261199201, 116.4103448275862 40.0532979164717, 116.4045689655172 40.05663261199201, 116.4045689655172 40.06330200303266, 116.4103448275862 40.06663669855298))",490
"POLYGON ((116.4218965517241 40.06663669855298, 116.4276724137931 40.06330200303266, 116.4276724137931 40.05663261199201, 116.4218965517241 40.0532979164717, 116.4161206896552 40.05663261199201, 116.4161206896552 40.06330200303266, 116.4218965517241 40.06663669855298))",491
"POLYGON ((116.4334482758621 40.06663669855298, 116.439224137931 40.06330200303266, 116.439224137931 40.05663261199201, 116.4334482758621 40.0532979164717, 116.4276724137931 40.05663261199201, 116.4276724137931 40.06330200303266, 116.4334482758621 40.06663669855298))",492
"POLYGON ((116.445 40.06663669855298, 116.450775862069 40.06330200303266, 116.450775862069 40.05663261199201, 116.445 40.0532979164717, 116.439224137931 40.05663261199201, 116.439224137931 40.06330200303266, 116.445 40.06663669855298))",493
"POLYGON ((116.4565517241379 40.06663669855298, 116.4623275862069 40.06330200303266, 116.4623275862069 40.05663261199201, 116.4565517241379 40.0532979164717, 116.450775862069 40.05663261199201, 116.450775862069 40.06330200303266, 116.4565517241379 40.06663669855298))",494
"POLYGON ((116.4681034482759 40.06663669855298, 116.4738793103448 40.06330200303266, 116.4738793103448 40.05663261199201, 116.4681034482759 40.0532979164717, 116.4623275862069 40.05663261199201, 116.4623275862069 40.06330200303266, 116.4681034482759 40.06663669855298))",495
"POLYGON ((116.4796551724138 40.06663669855298, 116.4854310344828 40.06330200303266, 116.4854310344828 40.05663261199201, 116.4796551724138 40.0532979164717, 116.4738793103448 40.05663261199201, 116.4738793103448 40.06330200303266, 116.4796551724138 40.06663669855298))",496
"POLYGON ((116.4912068965517 40.06663669855298, 116.4969827586207 40.06330200303266, 116.4969827586207 40.05663261199201, 116.4912068965517 40.0532979164717, 116.4854310344827 40.05663261199201, 116.4854310344827 40.06330200303266, 116.4912068965517 40.06663669855298))",497
"POLYGON ((116.5027586206896 40.06663669855298, 116.5085344827586 40.06330200303266, 116.5085344827586 40.05663261199201, 116.5027586206896 40.0532979164717, 116.4969827586207 40.05663261199201, 116.4969827586207 40.06330200303266, 116.5027586206896 40.06663669855298))",498
"POLYGON ((116.5143103448276 40.06663669855298, 116.5200862068966 40.06330200303266, 116.5200862068966 40.05663261199201, 116.5143103448276 40.0532979164717, 116.5085344827586 40.05663261199201, 116.5085344827586 40.06330200303266, 116.5143103448276 40.06663669855298))",499
"POLYGON ((116.5258620689655 40.06663669855298, 116.5316379310345 40.06330200303266, 116.5316379310345 40.05663261199201, 116.5258620689655 40.0532979164717, 116.5200862068965 40.05663261199201, 116.5200862068965 40.06330200303266, 116.5258620689655 40.06663669855298))",500
